16675,0.9999999999999996
16666,0.8999945312435129
16660,0.75185026299696
16659,0.8493872651996743
16605,0.7359289496889753
15876,0.7416133995112822
15390,0.572902335016718
15309,0.4376703145489374
2187,0.4618300502198013
12246,0.992144832788721
12165,0.8019645330730221
7791,0.765740512875197
7782,0.724611493110219
7296,0.684538702227804
6567,0.5860006990541415
6561,0.4890562693369881
17161,0.4999999999999998
17160,0.4499903183701055
17106,0.6380774907994917
17025,0.46331769399748973
3903,0.5769007559424555
1716,0.63330351671793
258,0.5985024637150889
249,0.46172425614703805
243,0.4782122341370897
5137,0.995361602313412
5110,0.7443883890824774
736,0.6163659213234507
735,0.5647661795374435
729,0.5033770299419402
17377,0.4999999999999998
17376,0.4499953693064345
16890,0.6471940793080138
14703,0.6524790959952301
14697,0.6043165390165396
14688,0.7446770874765889
13230,0.6476417368750613
13149,0.5880089025412931
27,0.4351056235034225
13003,0.9999999999999911
13002,0.8999950781191617
12516,0.8086899794913625
5955,0.7990351895041151
4497,0.7288632785794487
4416,0.6782926565171175
4410,0.5537167787488225
4383,0.5235547816279195
9,0.4703907069394938
12793,0.9999999999999976
6232,0.899996770753982
6214,0.7935767967317393
6213,0.5789053647030009
6159,0.5972519653235965
6078,0.6763989468277957
4620,0.47123767650683324
4377,0.44048966024640496
3,0.45073443303652916
9954,0.9903022627021246
7767,0.7383375995296836
7713,0.5261703511049627
7470,0.6809963168946471
7452,0.6272720127885251
891,0.5586220880593737
12652,0.9929303495098489
6091,0.7948419510480624
1717,0.5431213818972973
1474,0.49602181908827037
16,0.45520623855024855
7,0.48551531677056814
1,0.43383884196571837
16673,0.9999924982764239
16592,0.8999932484487815
3470,0.7628987130275376
1283,0.766008971444716
1281,0.7131407822990193
552,0.7168284963450926
498,0.554191521120928
489,0.5176951045152586
10655,0.9999999999999996
10646,0.8999897095698545
10644,0.7718479575523055
4083,0.5010215262080129
4077,0.3419362934553511
4050,0.5122651143269096
3888,0.5463168080088295
1701,0.5959159201523722
12065,0.4999999999999998
11822,0.4499903183701055
11820,0.6517260525122173
11817,0.6916315563653899
11763,0.5785742587428887
5202,0.4971421230433627
828,0.5394570820605754
99,0.5430500624352917
81,0.5210873586713682
12307,0.9999999999999966
12306,0.8999885661887271
12288,0.8012720364319122
12207,0.6572102012308149
12153,0.47622690086426334
11424,0.5306325458239702
10938,0.46559704178462036
10935,0.4992279948237704
12767,0.999999999999999
12524,0.8999916647515821
11066,0.6133541430956443
11039,0.47382323388085734
11021,0.46413519617746724
4460,0.5566175821130032
4458,0.45602151338558605
925,0.9985444216570694
898,0.7187126019937633
892,0.5800449708800051
13009,0.9999999999999972
13008,0.8999964119488689
11550,0.6054514442409124
4989,0.4686762301407055
615,0.5225140837993729
534,0.5784263303063109
516,0.5142893656624459
9645,0.9993734212517822
8916,0.7180288416792986
8754,0.6338178257954831
2193,0.5009642719778019
17995,0.68618940391
17992,0.6227144435815194
13618,0.6976607745108371
13609,0.6146748786004199
487,0.5622948320229368
486,0.5135484585604402
17143,0.9999999999999996
17116,0.8999986099154762
3994,0.8082029897000857
3913,0.6572102012308149
3907,0.6310684449500676
3906,0.6489372915664847
2448,0.5225077122436543
2205,0.5328395903837091
11222,0.9866972053527088
10979,0.7682559604301664
10977,0.6932328153087987
10950,0.776298146238029
10944,0.6288025703567538
